date,numbers,number of full data,number of train data,start,end,acc,loss,recall,precision,F1_micro,F1_macro,average_acc,,,,,,,,,,,,,
52:15.3,1,500,547,19000,19500,86.00%,34.51%,86.00%,86.00%,86.00%,85.98%,86.00%,,,,,,,,,,,,,
57:03.8,2,500,547,19000,19500,83.00%,45.46%,83.00%,83.00%,83.00%,82.36%,84.50%,,,,,,,,,,,,,
01:52.3,3,500,547,19000,19500,84.00%,38.10%,84.00%,84.00%,84.00%,83.94%,84.33%,,,,,,,,,,,,,
06:41.5,4,500,547,19000,19500,84.00%,35.36%,84.00%,84.00%,84.00%,83.77%,84.25%,,,,,,,,,,,,,
11:29.3,5,500,547,19000,19500,89.00%,33.58%,89.00%,89.00%,89.00%,89.00%,85.20%,,,,,,,,,,,,,
16:17.4,1,500,540,19500,20000,83.00%,41.70%,83.00%,83.00%,83.00%,82.49%,83.00%,,,,,,,,,,,,,
21:02.9,2,500,540,19500,20000,84.00%,38.70%,84.00%,84.00%,84.00%,83.68%,83.50%,,,,,,,,,,,,,
25:47.6,3,500,540,19500,20000,81.00%,60.02%,81.00%,81.00%,81.00%,79.51%,82.67%,,,,,,,,,,,,,
30:33.5,4,500,540,19500,20000,86.00%,33.60%,86.00%,86.00%,86.00%,85.86%,83.50%,,,,,,,,,,,,,
35:17.7,5,500,540,19500,20000,88.00%,38.07%,88.00%,88.00%,88.00%,87.92%,84.40%,,,,,,,,,,,,,
40:13.5,1,500,557,20000,20500,79.00%,60.13%,79.00%,79.00%,79.00%,79.00%,79.00%,,,,,,,,,,,,,
45:05.5,2,500,557,20000,20500,85.00%,41.33%,85.00%,85.00%,85.00%,84.31%,82.00%,,,,,,,,,,,,,
49:57.2,3,500,557,20000,20500,83.00%,39.15%,83.00%,83.00%,83.00%,81.87%,82.33%,,,,,,,,,,,,,
54:49.7,4,500,557,20000,20500,84.00%,37.27%,84.00%,84.00%,84.00%,83.46%,82.75%,,,,,,,,,,,,,
59:40.9,5,500,557,20000,20500,86.00%,39.53%,86.00%,86.00%,86.00%,85.29%,83.40%,,,,,,,,,,,,,
04:31.3,1,500,543,20500,21000,88.00%,39.89%,88.00%,88.00%,88.00%,87.96%,88.00%,,,,,,,,,,,,,
09:17.9,2,500,543,20500,21000,84.00%,37.97%,84.00%,84.00%,84.00%,83.84%,86.00%,,,,,,,,,,,,,
14:03.2,3,500,543,20500,21000,85.00%,34.41%,85.00%,85.00%,85.00%,84.74%,85.67%,,,,,,,,,,,,,
18:49.9,4,500,543,20500,21000,84.00%,36.36%,84.00%,84.00%,84.00%,83.94%,85.25%,,,,,,,,,,,,,
23:36.6,5,500,543,20500,21000,72.00%,83.50%,72.00%,72.00%,72.00%,71.06%,82.60%,,,,,,,,,,,,,
28:18.9,1,500,522,21000,21500,83.00%,48.80%,83.00%,83.00%,83.00%,82.05%,83.00%,,,,,,,,,,,,,
32:54.8,2,500,522,21000,21500,86.00%,32.88%,86.00%,86.00%,86.00%,85.72%,84.50%,,,,,,,,,,,,,
37:32.0,3,500,522,21000,21500,85.00%,35.90%,85.00%,85.00%,85.00%,84.44%,84.67%,,,,,,,,,,,,,
42:09.2,4,500,522,21000,21500,86.00%,30.41%,86.00%,86.00%,86.00%,85.95%,85.00%,,,,,,,,,,,,,
46:47.1,5,500,522,21000,21500,82.00%,37.95%,82.00%,82.00%,82.00%,81.82%,84.40%,,,,,,,,,,,,,
51:37.5,1,500,542,21500,22000,80.00%,38.36%,80.00%,80.00%,80.00%,78.55%,80.00%,,,,,,,,,,,,,
56:24.1,2,500,542,21500,22000,85.00%,39.85%,85.00%,85.00%,85.00%,84.00%,82.50%,,,,,,,,,,,,,
01:11.0,3,500,542,21500,22000,83.00%,39.57%,83.00%,83.00%,83.00%,82.22%,82.67%,,,,,,,,,,,,,
05:58.6,4,500,542,21500,22000,69.00%,66.40%,69.00%,69.00%,69.00%,61.13%,79.25%,,,,,,,,,,,,,
10:45.1,5,500,542,21500,22000,76.00%,46.57%,76.00%,76.00%,76.00%,72.86%,78.60%,,,,,,,,,,,,,
15:33.1,1,500,539,22000,22500,70.00%,58.40%,70.00%,70.00%,70.00%,67.03%,70.00%,,,,,,,,,,,,,
20:17.6,2,500,539,22000,22500,85.00%,39.06%,85.00%,85.00%,85.00%,84.82%,77.50%,,,,,,,,,,,,,
25:02.0,3,500,539,22000,22500,85.00%,41.33%,85.00%,85.00%,85.00%,84.96%,80.00%,,,,,,,,,,,,,
29:46.8,4,500,539,22000,22500,91.00%,24.61%,91.00%,91.00%,91.00%,90.98%,82.75%,,,,,,,,,,,,,
34:30.7,5,500,539,22000,22500,86.00%,34.53%,86.00%,86.00%,86.00%,85.91%,83.40%,,,,,,,,,,,,,
39:20.8,1,500,541,22500,23000,81.00%,37.40%,81.00%,81.00%,81.00%,80.98%,81.00%,,,,,,,,,,,,,
44:06.9,2,500,541,22500,23000,86.00%,36.10%,86.00%,86.00%,86.00%,85.72%,83.50%,,,,,,,,,,,,,
48:52.0,3,500,541,22500,23000,82.00%,35.07%,82.00%,82.00%,82.00%,81.53%,83.00%,,,,,,,,,,,,,
53:38.5,4,500,541,22500,23000,78.00%,46.93%,78.00%,78.00%,78.00%,77.26%,81.75%,,,,,,,,,,,,,
58:24.2,5,500,541,22500,23000,87.00%,29.01%,87.00%,87.00%,87.00%,86.84%,82.80%,,,,,,,,,,,,,
03:12.8,1,500,536,23000,23500,81.00%,49.74%,81.00%,81.00%,81.00%,80.77%,81.00%,,,,,,,,,,,,,
07:56.9,2,500,536,23000,23500,87.00%,39.67%,87.00%,87.00%,87.00%,86.99%,84.00%,,,,,,,,,,,,,
12:40.2,3,500,536,23000,23500,90.00%,31.60%,90.00%,90.00%,90.00%,89.80%,86.00%,,,,,,,,,,,,,
17:24.6,4,500,536,23000,23500,85.00%,36.64%,85.00%,85.00%,85.00%,85.00%,85.75%,,,,,,,,,,,,,
22:08.9,5,500,536,23000,23500,84.00%,41.43%,84.00%,84.00%,84.00%,83.94%,85.40%,,,,,,,,,,,,,
27:02.6,1,500,551,23500,24000,88.00%,41.12%,88.00%,88.00%,88.00%,87.88%,88.00%,,,,,,,,,,,,,
31:52.3,2,500,551,23500,24000,86.00%,37.67%,86.00%,86.00%,86.00%,86.00%,87.00%,,,,,,,,,,,,,
36:43.0,3,500,551,23500,24000,86.00%,46.03%,86.00%,86.00%,86.00%,85.86%,86.67%,,,,,,,,,,,,,
41:32.9,4,500,551,23500,24000,83.00%,49.32%,83.00%,83.00%,83.00%,82.86%,85.75%,,,,,,,,,,,,,
46:22.6,5,500,551,23500,24000,84.00%,38.26%,84.00%,84.00%,84.00%,83.84%,85.40%,,,,,,,,,,,,,
51:13.1,1,500,546,24000,24500,87.00%,34.01%,87.00%,87.00%,87.00%,86.84%,87.00%,,,,,,,,,,,,,
55:59.8,2,500,546,24000,24500,76.00%,52.87%,76.00%,76.00%,76.00%,73.96%,81.50%,,,,,,,,,,,,,
00:47.0,3,500,546,24000,24500,83.00%,39.59%,83.00%,83.00%,83.00%,82.36%,82.00%,,,,,,,,,,,,,
05:32.9,4,500,546,24000,24500,84.00%,45.97%,84.00%,84.00%,84.00%,83.99%,82.50%,,,,,,,,,,,,,
10:19.1,5,500,546,24000,24500,81.00%,51.59%,81.00%,81.00%,81.00%,80.77%,82.20%,,,,,,,,,,,,,
15:12.8,1,500,551,24500,25000,82.00%,47.20%,82.00%,82.00%,82.00%,81.74%,82.00%,,,,,,,,,,,,,
20:02.8,2,500,551,24500,25000,91.00%,29.69%,91.00%,91.00%,91.00%,90.96%,86.50%,,,,,,,,,,,,,
24:52.0,3,500,551,24500,25000,76.00%,67.41%,76.00%,76.00%,76.00%,74.26%,83.00%,,,,,,,,,,,,,
29:41.9,4,500,551,24500,25000,72.00%,68.52%,72.00%,72.00%,72.00%,70.58%,80.25%,,,,,,,,,,,,,
34:31.7,5,500,551,24500,25000,83.00%,33.20%,83.00%,83.00%,83.00%,83.00%,80.80%,,,,,,,,,,,,,
39:25.6,1,500,549,25000,25500,86.00%,39.87%,86.00%,86.00%,86.00%,85.95%,86.00%,,,,,,,,,,,,,
44:14.4,2,500,549,25000,25500,95.00%,17.03%,95.00%,95.00%,95.00%,94.96%,90.50%,,,,,,,,,,,,,
49:02.8,3,500,549,25000,25500,92.00%,28.24%,92.00%,92.00%,92.00%,91.95%,91.00%,,,,,,,,,,,,,
53:52.5,4,500,549,25000,25500,85.00%,38.96%,85.00%,85.00%,85.00%,84.44%,89.50%,,,,,,,,,,,,,
58:40.8,5,500,549,25000,25500,87.00%,26.24%,87.00%,87.00%,87.00%,86.99%,89.00%,,,,,,,,,,,,,
03:29.3,1,500,540,25500,26000,89.00%,29.99%,89.00%,89.00%,89.00%,88.97%,89.00%,,,,,,,,,,,,,
08:14.0,2,500,540,25500,26000,88.00%,30.79%,88.00%,88.00%,88.00%,87.76%,88.50%,,,,,,,,,,,,,
12:58.1,3,500,540,25500,26000,87.00%,29.02%,87.00%,87.00%,87.00%,86.97%,88.00%,,,,,,,,,,,,,
17:42.1,4,500,540,25500,26000,64.00%,76.36%,64.00%,64.00%,64.00%,59.29%,82.00%,,,,,,,,,,,,,
22:26.5,5,500,540,25500,26000,86.00%,30.37%,86.00%,86.00%,86.00%,85.95%,82.80%,,,,,,,,,,,,,
27:16.1,1,500,543,26000,26500,88.00%,34.39%,88.00%,88.00%,88.00%,87.92%,88.00%,,,,,,,,,,,,,
32:02.4,2,500,543,26000,26500,79.00%,51.26%,79.00%,79.00%,79.00%,78.95%,83.50%,,,,,,,,,,,,,
36:49.6,3,500,543,26000,26500,85.00%,45.45%,85.00%,85.00%,85.00%,84.82%,84.00%,,,,,,,,,,,,,
41:35.7,4,500,543,26000,26500,84.00%,57.77%,84.00%,84.00%,84.00%,83.68%,84.00%,,,,,,,,,,,,,
46:21.3,5,500,543,26000,26500,88.00%,40.56%,88.00%,88.00%,88.00%,87.96%,84.80%,,,,,,,,,,,,,
51:13.3,1,500,545,26500,27000,83.00%,39.94%,83.00%,83.00%,83.00%,82.96%,83.00%,,,,,,,,,,,,,
55:59.6,2,500,545,26500,27000,83.00%,47.52%,83.00%,83.00%,83.00%,82.79%,83.00%,,,,,,,,,,,,,
00:49.0,3,500,545,26500,27000,81.00%,45.90%,81.00%,81.00%,81.00%,80.12%,82.33%,,,,,,,,,,,,,
05:35.6,4,500,545,26500,27000,83.00%,47.98%,83.00%,83.00%,83.00%,83.00%,82.50%,,,,,,,,,,,,,
10:22.9,5,500,545,26500,27000,79.00%,46.81%,79.00%,79.00%,79.00%,78.95%,81.80%,,,,,,,,,,,,,
15:11.8,1,500,538,27000,27500,78.00%,53.03%,78.00%,78.00%,78.00%,76.66%,78.00%,,,,,,,,,,,,,
19:55.9,2,500,538,27000,27500,78.00%,52.82%,78.00%,78.00%,78.00%,77.68%,78.00%,,,,,,,,,,,,,
24:39.8,3,500,538,27000,27500,83.00%,39.82%,83.00%,83.00%,83.00%,82.96%,79.67%,,,,,,,,,,,,,
29:25.7,4,500,538,27000,27500,85.00%,47.76%,85.00%,85.00%,85.00%,84.99%,81.00%,,,,,,,,,,,,,
34:09.8,5,500,538,27000,27500,82.00%,52.35%,82.00%,82.00%,82.00%,81.97%,81.20%,,,,,,,,,,,,,
38:58.5,1,500,539,27500,28000,89.00%,26.92%,89.00%,89.00%,89.00%,88.97%,89.00%,,,,,,,,,,,,,
43:43.0,2,500,539,27500,28000,89.00%,23.10%,89.00%,89.00%,89.00%,88.99%,89.00%,,,,,,,,,,,,,
48:28.2,3,500,539,27500,28000,92.00%,23.90%,92.00%,92.00%,92.00%,91.95%,90.00%,,,,,,,,,,,,,
53:12.2,4,500,539,27500,28000,85.00%,31.11%,85.00%,85.00%,85.00%,85.00%,88.75%,,,,,,,,,,,,,
57:57.4,5,500,539,27500,28000,85.00%,35.77%,85.00%,85.00%,85.00%,84.44%,88.00%,,,,,,,,,,,,,
02:45.9,1,500,540,28000,28500,88.00%,31.77%,88.00%,88.00%,88.00%,87.82%,88.00%,,,,,,,,,,,,,
07:29.5,2,500,540,28000,28500,86.00%,35.14%,86.00%,86.00%,86.00%,85.98%,87.00%,,,,,,,,,,,,,
12:13.8,3,500,540,28000,28500,90.00%,35.34%,90.00%,90.00%,90.00%,89.90%,88.00%,,,,,,,,,,,,,
16:58.5,4,500,540,28000,28500,81.00%,46.41%,81.00%,81.00%,81.00%,80.95%,86.25%,,,,,,,,,,,,,
21:42.8,5,500,540,28000,28500,89.00%,36.68%,89.00%,89.00%,89.00%,88.81%,86.80%,,,,,,,,,,,,,
26:30.5,1,500,535,28500,29000,80.00%,47.53%,80.00%,80.00%,80.00%,79.87%,80.00%,,,,,,,,,,,,,
31:14.8,2,500,535,28500,29000,88.00%,37.02%,88.00%,88.00%,88.00%,88.00%,84.00%,,,,,,,,,,,,,
35:58.2,3,500,535,28500,29000,80.00%,49.78%,80.00%,80.00%,80.00%,79.93%,82.67%,,,,,,,,,,,,,
40:41.6,4,500,535,28500,29000,75.00%,63.60%,75.00%,75.00%,75.00%,73.33%,80.75%,,,,,,,,,,,,,
45:24.8,5,500,535,28500,29000,86.00%,39.45%,86.00%,86.00%,86.00%,85.99%,81.80%,,,,,,,,,,,,,
50:12.3,1,500,536,29000,29500,78.00%,47.38%,78.00%,78.00%,78.00%,76.13%,78.00%,,,,,,,,,,,,,
54:56.2,2,500,536,29000,29500,85.00%,41.10%,85.00%,85.00%,85.00%,84.44%,81.50%,,,,,,,,,,,,,
59:39.7,3,500,536,29000,29500,79.00%,43.08%,79.00%,79.00%,79.00%,77.07%,80.67%,,,,,,,,,,,,,
04:24.7,4,500,536,29000,29500,87.00%,45.13%,87.00%,87.00%,87.00%,86.61%,82.25%,,,,,,,,,,,,,
09:08.1,5,500,536,29000,29500,82.00%,46.09%,82.00%,82.00%,82.00%,80.69%,82.20%,,,,,,,,,,,,,
13:58.9,1,500,546,29500,30000,81.00%,40.90%,81.00%,81.00%,81.00%,80.95%,81.00%,,,,,,,,,,,,,
18:46.1,2,500,546,29500,30000,85.00%,54.55%,85.00%,85.00%,85.00%,84.65%,83.00%,,,,,,,,,,,,,
23:33.5,3,500,546,29500,30000,79.00%,50.10%,79.00%,79.00%,79.00%,78.98%,81.67%,,,,,,,,,,,,,
28:19.6,4,500,546,29500,30000,85.00%,37.60%,85.00%,85.00%,85.00%,84.31%,82.50%,,,,,,,,,,,,,
33:06.6,5,500,546,29500,30000,79.00%,59.09%,79.00%,79.00%,79.00%,78.90%,81.80%,,,,,,,,,,,,,
37:57.3,1,500,544,30000,30500,84.00%,30.48%,84.00%,84.00%,84.00%,83.84%,84.00%,,,,,,,,,,,,,
42:44.6,2,500,544,30000,30500,82.00%,42.57%,82.00%,82.00%,82.00%,81.99%,83.00%,,,,,,,,,,,,,
47:31.3,3,500,544,30000,30500,85.00%,33.69%,85.00%,85.00%,85.00%,84.99%,83.67%,,,,,,,,,,,,,
52:18.6,4,500,544,30000,30500,79.00%,50.01%,79.00%,79.00%,79.00%,78.83%,82.50%,,,,,,,,,,,,,
57:06.0,5,500,544,30000,30500,84.00%,34.11%,84.00%,84.00%,84.00%,84.00%,82.80%,,,,,,,,,,,,,
01:59.2,1,500,549,30500,31000,75.00%,51.66%,75.00%,75.00%,75.00%,71.94%,75.00%,,,,,,,,,,,,,
06:49.8,2,500,549,30500,31000,89.00%,32.11%,89.00%,89.00%,89.00%,89.00%,82.00%,,,,,,,,,,,,,
11:39.5,3,500,549,30500,31000,87.00%,44.72%,87.00%,87.00%,87.00%,86.97%,83.67%,,,,,,,,,,,,,
16:27.8,4,500,549,30500,31000,87.00%,28.33%,87.00%,87.00%,87.00%,86.99%,84.50%,,,,,,,,,,,,,
21:17.0,5,500,549,30500,31000,90.00%,28.24%,90.00%,90.00%,90.00%,90.00%,85.60%,,,,,,,,,,,,,
26:13.3,1,500,557,31000,31500,82.00%,42.81%,82.00%,82.00%,82.00%,81.64%,82.00%,,,,,,,,,,,,,
31:05.2,2,500,557,31000,31500,85.00%,40.69%,85.00%,85.00%,85.00%,84.44%,83.50%,,,,,,,,,,,,,
35:57.6,3,500,557,31000,31500,80.00%,53.56%,80.00%,80.00%,80.00%,79.60%,82.33%,,,,,,,,,,,,,
40:49.6,4,500,557,31000,31500,86.00%,39.35%,86.00%,86.00%,86.00%,85.29%,83.25%,,,,,,,,,,,,,
45:42.3,5,500,557,31000,31500,87.00%,38.30%,87.00%,87.00%,87.00%,85.62%,84.00%,,,,,,,,,,,,,
50:30.5,1,500,538,31500,32000,82.00%,44.16%,82.00%,82.00%,82.00%,81.99%,82.00%,,,,,,,,,,,,,
55:14.7,2,500,538,31500,32000,73.00%,53.65%,73.00%,73.00%,73.00%,70.13%,77.50%,,,,,,,,,,,,,
59:59.5,3,500,538,31500,32000,78.00%,49.35%,78.00%,78.00%,78.00%,77.68%,77.67%,,,,,,,,,,,,,
04:44.1,4,500,538,31500,32000,86.00%,41.39%,86.00%,86.00%,86.00%,86.00%,79.75%,,,,,,,,,,,,,
09:28.9,5,500,538,31500,32000,68.00%,74.02%,68.00%,68.00%,68.00%,65.28%,77.40%,,,,,,,,,,,,,
14:18.5,1,500,541,32000,32500,85.00%,36.44%,85.00%,85.00%,85.00%,84.96%,85.00%,,,,,,,,,,,,,
19:05.1,2,500,541,32000,32500,73.00%,44.56%,73.00%,73.00%,73.00%,72.67%,79.00%,,,,,,,,,,,,,
23:51.2,3,500,541,32000,32500,74.00%,53.47%,74.00%,74.00%,74.00%,73.83%,77.33%,,,,,,,,,,,,,
28:37.4,4,500,541,32000,32500,83.00%,45.10%,83.00%,83.00%,83.00%,82.98%,78.75%,,,,,,,,,,,,,
33:25.2,5,500,541,32000,32500,79.00%,59.71%,79.00%,79.00%,79.00%,77.07%,78.80%,,,,,,,,,,,,,
38:12.9,1,500,539,32500,33000,80.00%,49.75%,80.00%,80.00%,80.00%,79.99%,80.00%,,,,,,,,,,,,,
42:58.9,2,500,539,32500,33000,78.00%,64.44%,78.00%,78.00%,78.00%,77.08%,79.00%,,,,,,,,,,,,,
47:43.7,3,500,539,32500,33000,83.00%,51.09%,83.00%,83.00%,83.00%,82.79%,80.33%,,,,,,,,,,,,,
52:28.6,4,500,539,32500,33000,70.00%,56.04%,70.00%,70.00%,70.00%,69.40%,77.75%,,,,,,,,,,,,,
57:13.4,5,500,539,32500,33000,80.00%,41.38%,80.00%,80.00%,80.00%,78.78%,78.20%,,,,,,,,,,,,,
02:05.7,1,500,544,33000,33500,82.00%,45.61%,82.00%,82.00%,82.00%,81.99%,82.00%,,,,,,,,,,,,,
06:51.6,2,500,544,33000,33500,83.00%,52.47%,83.00%,83.00%,83.00%,83.00%,82.50%,,,,,,,,,,,,,
11:38.2,3,500,544,33000,33500,86.00%,42.96%,86.00%,86.00%,86.00%,85.80%,83.67%,,,,,,,,,,,,,
16:25.9,4,500,544,33000,33500,78.00%,53.97%,78.00%,78.00%,78.00%,77.92%,82.25%,,,,,,,,,,,,,
21:13.2,5,500,544,33000,33500,81.00%,39.68%,81.00%,81.00%,81.00%,81.00%,82.00%,,,,,,,,,,,,,
26:07.4,1,500,551,33500,34000,87.00%,28.62%,87.00%,87.00%,87.00%,86.94%,87.00%,,,,,,,,,,,,,
30:57.1,2,500,551,33500,34000,85.00%,43.91%,85.00%,85.00%,85.00%,84.55%,86.00%,,,,,,,,,,,,,
35:46.5,3,500,551,33500,34000,85.00%,31.68%,85.00%,85.00%,85.00%,84.65%,85.67%,,,,,,,,,,,,,
40:35.4,4,500,551,33500,34000,78.00%,54.32%,78.00%,78.00%,78.00%,77.42%,83.75%,,,,,,,,,,,,,
45:25.6,5,500,551,33500,34000,90.00%,28.55%,90.00%,90.00%,90.00%,89.96%,85.00%,,,,,,,,,,,,,
50:09.3,1,500,531,34000,34500,80.00%,64.00%,80.00%,80.00%,80.00%,79.80%,80.00%,,,,,,,,,,,,,
54:50.5,2,500,531,34000,34500,80.00%,40.31%,80.00%,80.00%,80.00%,79.47%,80.00%,,,,,,,,,,,,,
59:32.5,3,500,531,34000,34500,81.00%,42.27%,81.00%,81.00%,81.00%,80.84%,80.33%,,,,,,,,,,,,,
04:13.6,4,500,531,34000,34500,81.00%,34.99%,81.00%,81.00%,81.00%,80.12%,80.50%,,,,,,,,,,,,,
08:55.0,5,500,531,34000,34500,86.00%,28.96%,86.00%,86.00%,86.00%,85.53%,81.60%,,,,,,,,,,,,,
13:50.8,1,500,557,34500,35000,84.00%,36.04%,84.00%,84.00%,84.00%,81.62%,84.00%,,,,,,,,,,,,,
18:42.7,2,500,557,34500,35000,90.00%,27.14%,90.00%,90.00%,90.00%,89.39%,87.00%,,,,,,,,,,,,,
23:34.7,3,500,557,34500,35000,71.00%,66.12%,71.00%,71.00%,71.00%,70.97%,81.67%,,,,,,,,,,,,,
28:26.9,4,500,557,34500,35000,86.00%,35.15%,86.00%,86.00%,86.00%,85.29%,82.75%,,,,,,,,,,,,,
33:19.0,5,500,557,34500,35000,90.00%,27.35%,90.00%,90.00%,90.00%,89.27%,84.20%,,,,,,,,,,,,,
38:10.3,1,500,547,35000,35500,89.00%,29.14%,89.00%,89.00%,89.00%,88.67%,89.00%,,,,,,,,,,,,,
42:58.8,2,500,547,35000,35500,84.00%,50.70%,84.00%,84.00%,84.00%,83.02%,86.50%,,,,,,,,,,,,,
47:48.8,3,500,547,35000,35500,78.00%,73.64%,78.00%,78.00%,78.00%,77.96%,83.67%,,,,,,,,,,,,,
52:38.5,4,500,547,35000,35500,83.00%,39.20%,83.00%,83.00%,83.00%,83.00%,83.50%,,,,,,,,,,,,,
57:25.3,5,500,547,35000,35500,84.00%,39.60%,84.00%,84.00%,84.00%,83.90%,83.60%,,,,,,,,,,,,,
02:16.4,1,500,545,35500,36000,76.00%,45.18%,76.00%,76.00%,76.00%,74.26%,76.00%,,,,,,,,,,,,,
07:05.0,2,500,545,35500,36000,93.00%,22.21%,93.00%,93.00%,93.00%,93.00%,84.50%,,,,,,,,,,,,,
11:51.9,3,500,545,35500,36000,65.00%,66.27%,65.00%,65.00%,65.00%,61.79%,78.00%,,,,,,,,,,,,,
16:39.3,4,500,545,35500,36000,67.00%,83.09%,67.00%,67.00%,67.00%,63.49%,75.25%,,,,,,,,,,,,,
21:26.2,5,500,545,35500,36000,88.00%,33.46%,88.00%,88.00%,88.00%,87.92%,77.80%,,,,,,,,,,,,,
26:17.0,1,500,543,36000,36500,86.00%,36.63%,86.00%,86.00%,86.00%,85.80%,86.00%,,,,,,,,,,,,,
31:03.5,2,500,543,36000,36500,86.00%,37.78%,86.00%,86.00%,86.00%,84.98%,86.00%,,,,,,,,,,,,,
35:50.1,3,500,543,36000,36500,88.00%,38.24%,88.00%,88.00%,88.00%,87.50%,86.67%,,,,,,,,,,,,,
40:36.9,4,500,543,36000,36500,77.00%,57.57%,77.00%,77.00%,77.00%,77.00%,84.25%,,,,,,,,,,,,,
45:23.6,5,500,543,36000,36500,77.00%,48.81%,77.00%,77.00%,77.00%,76.89%,82.80%,,,,,,,,,,,,,
50:17.4,1,500,550,36500,37000,90.00%,30.35%,90.00%,90.00%,90.00%,90.00%,90.00%,,,,,,,,,,,,,
55:07.4,2,500,550,36500,37000,68.00%,78.15%,68.00%,68.00%,68.00%,64.35%,79.00%,,,,,,,,,,,,,
59:57.4,3,500,550,36500,37000,79.00%,44.40%,79.00%,79.00%,79.00%,78.74%,79.00%,,,,,,,,,,,,,
04:47.9,4,500,550,36500,37000,81.00%,55.21%,81.00%,81.00%,81.00%,80.77%,79.50%,,,,,,,,,,,,,
09:36.7,5,500,550,36500,37000,83.00%,34.34%,83.00%,83.00%,83.00%,82.86%,80.20%,,,,,,,,,,,,,
14:25.4,1,500,540,37000,37500,83.00%,42.59%,83.00%,83.00%,83.00%,83.00%,83.00%,,,,,,,,,,,,,
19:11.1,2,500,540,37000,37500,89.00%,35.33%,89.00%,89.00%,89.00%,88.97%,86.00%,,,,,,,,,,,,,
23:54.9,3,500,540,37000,37500,83.00%,50.27%,83.00%,83.00%,83.00%,82.49%,85.00%,,,,,,,,,,,,,
28:40.2,4,500,540,37000,37500,87.00%,37.84%,87.00%,87.00%,87.00%,87.00%,85.50%,,,,,,,,,,,,,
33:25.6,5,500,540,37000,37500,78.00%,55.79%,78.00%,78.00%,78.00%,77.42%,84.00%,,,,,,,,,,,,,
38:11.6,1,500,531,37500,38000,85.00%,40.67%,85.00%,85.00%,85.00%,84.31%,85.00%,,,,,,,,,,,,,
42:53.3,2,500,531,37500,38000,77.00%,64.38%,77.00%,77.00%,77.00%,72.35%,81.00%,,,,,,,,,,,,,
47:34.8,3,500,531,37500,38000,85.00%,31.23%,85.00%,85.00%,85.00%,84.44%,82.33%,,,,,,,,,,,,,
52:16.3,4,500,531,37500,38000,80.00%,47.49%,80.00%,80.00%,80.00%,79.87%,81.75%,,,,,,,,,,,,,
56:57.8,5,500,531,37500,38000,87.00%,29.75%,87.00%,87.00%,87.00%,86.51%,82.80%,,,,,,,,,,,,,
