date,numbers,number of full data,number of train data,start,end,acc,loss,recall,precision,F1_micro,F1_macro,average_acc,,,,,,,,,,,,,
31:49.8,2,2000,2192,2000,4000,89.25%,27.34%,89.25%,89.25%,89.25%,89.24%,89.62%,,,,,,,,,,,,,
49:02.9,3,2000,2192,2000,4000,85.75%,34.87%,85.75%,85.75%,85.75%,85.63%,88.33%,,,,,,,,,,,,,
06:15.0,4,2000,2192,2000,4000,90.75%,27.99%,90.75%,90.75%,90.75%,90.75%,88.94%,,,,,,,,,,,,,
23:29.6,5,2000,2192,2000,4000,80.25%,65.97%,80.25%,80.25%,80.25%,79.71%,87.20%,,,,,,,,,,,,,
40:33.1,1,2000,2155,4000,6000,89.25%,29.81%,89.25%,89.25%,89.25%,89.23%,89.25%,,,,,,,,,,,,,
57:29.8,2,2000,2155,4000,6000,86.50%,46.67%,86.50%,86.50%,86.50%,86.36%,87.87%,,,,,,,,,,,,,
14:28.5,3,2000,2155,4000,6000,87.00%,38.60%,87.00%,87.00%,87.00%,86.96%,87.58%,,,,,,,,,,,,,
31:26.7,4,2000,2155,4000,6000,90.00%,27.08%,90.00%,90.00%,90.00%,89.99%,88.19%,,,,,,,,,,,,,
48:22.8,5,2000,2155,4000,6000,90.00%,29.28%,90.00%,90.00%,90.00%,90.00%,88.55%,,,,,,,,,,,,,
05:24.1,1,2000,2156,6000,8000,86.25%,41.45%,86.25%,86.25%,86.25%,86.16%,86.25%,,,,,,,,,,,,,
22:20.9,2,2000,2156,6000,8000,87.25%,31.75%,87.25%,87.25%,87.25%,87.19%,86.75%,,,,,,,,,,,,,
39:18.0,3,2000,2156,6000,8000,86.50%,37.77%,86.50%,86.50%,86.50%,86.36%,86.67%,,,,,,,,,,,,,
56:15.1,4,2000,2156,6000,8000,86.25%,33.14%,86.25%,86.25%,86.25%,86.23%,86.56%,,,,,,,,,,,,,
13:10.9,5,2000,2156,6000,8000,87.75%,30.09%,87.75%,87.75%,87.75%,87.73%,86.80%,,,,,,,,,,,,,
30:11.5,1,2000,2160,8000,10000,79.75%,51.22%,79.75%,79.75%,79.75%,79.44%,79.75%,,,,,,,,,,,,,
47:07.3,2,2000,2160,8000,10000,87.25%,35.87%,87.25%,87.25%,87.25%,87.25%,83.50%,,,,,,,,,,,,,
04:02.0,3,2000,2160,8000,10000,86.75%,35.20%,86.75%,86.75%,86.75%,86.74%,84.58%,,,,,,,,,,,,,
20:56.2,4,2000,2160,8000,10000,89.25%,29.37%,89.25%,89.25%,89.25%,89.22%,85.75%,,,,,,,,,,,,,
37:50.6,5,2000,2160,8000,10000,86.00%,44.17%,86.00%,86.00%,86.00%,85.96%,85.80%,,,,,,,,,,,,,
54:57.8,1,2000,2174,10000,12000,87.00%,29.48%,87.00%,87.00%,87.00%,86.99%,87.00%,,,,,,,,,,,,,
12:00.7,2,2000,2174,10000,12000,86.50%,36.56%,86.50%,86.50%,86.50%,86.49%,86.75%,,,,,,,,,,,,,
29:04.1,3,2000,2174,10000,12000,88.25%,33.14%,88.25%,88.25%,88.25%,88.22%,87.25%,,,,,,,,,,,,,
46:08.3,4,2000,2174,10000,12000,89.00%,29.34%,89.00%,89.00%,89.00%,88.88%,87.69%,,,,,,,,,,,,,
03:12.2,5,2000,2174,10000,12000,87.00%,33.02%,87.00%,87.00%,87.00%,86.87%,87.55%,,,,,,,,,,,,,
20:23.1,1,2000,2179,12000,14000,91.50%,23.63%,91.50%,91.50%,91.50%,91.46%,91.50%,,,,,,,,,,,,,
37:29.1,2,2000,2179,12000,14000,88.50%,26.45%,88.50%,88.50%,88.50%,88.27%,90.00%,,,,,,,,,,,,,
54:35.3,3,2000,2179,12000,14000,91.00%,24.01%,91.00%,91.00%,91.00%,90.94%,90.33%,,,,,,,,,,,,,
11:41.3,4,2000,2179,12000,14000,90.50%,37.39%,90.50%,90.50%,90.50%,90.50%,90.38%,,,,,,,,,,,,,
28:48.0,5,2000,2179,12000,14000,91.50%,27.54%,91.50%,91.50%,91.50%,91.42%,90.60%,,,,,,,,,,,,,
45:57.9,1,2000,2174,14000,16000,89.75%,39.30%,89.75%,89.75%,89.75%,89.75%,89.75%,,,,,,,,,,,,,
03:03.0,2,2000,2174,14000,16000,90.00%,34.87%,90.00%,90.00%,90.00%,90.00%,89.87%,,,,,,,,,,,,,
20:07.0,3,2000,2174,14000,16000,90.00%,29.87%,90.00%,90.00%,90.00%,89.98%,89.92%,,,,,,,,,,,,,
37:11.7,4,2000,2174,14000,16000,84.25%,52.71%,84.25%,84.25%,84.25%,84.08%,88.50%,,,,,,,,,,,,,
54:17.2,5,2000,2174,14000,16000,89.50%,27.64%,89.50%,89.50%,89.50%,89.46%,88.70%,,,,,,,,,,,,,
11:06.1,1,2000,2119,16000,18000,89.25%,30.59%,89.25%,89.25%,89.25%,89.19%,89.25%,,,,,,,,,,,,,
28:19.0,2,2000,2119,16000,18000,91.00%,27.42%,91.00%,91.00%,91.00%,90.95%,90.13%,,,,,,,,,,,,,
45:02.1,3,2000,2119,16000,18000,90.75%,27.99%,90.75%,90.75%,90.75%,90.74%,90.33%,,,,,,,,,,,,,
01:45.2,4,2000,2119,16000,18000,90.00%,24.05%,90.00%,90.00%,90.00%,90.00%,90.25%,,,,,,,,,,,,,
18:29.4,5,2000,2119,16000,18000,91.50%,20.61%,91.50%,91.50%,91.50%,91.49%,90.50%,,,,,,,,,,,,,
35:37.6,1,2000,2165,18000,20000,86.25%,38.85%,86.25%,86.25%,86.25%,86.14%,86.25%,,,,,,,,,,,,,
52:39.8,2,2000,2165,18000,20000,86.00%,35.69%,86.00%,86.00%,86.00%,85.91%,86.13%,,,,,,,,,,,,,
09:43.1,3,2000,2165,18000,20000,88.50%,35.70%,88.50%,88.50%,88.50%,88.49%,86.92%,,,,,,,,,,,,,
26:46.8,4,2000,2165,18000,20000,90.00%,33.79%,90.00%,90.00%,90.00%,90.00%,87.69%,,,,,,,,,,,,,
43:48.4,5,2000,2165,18000,20000,87.00%,39.56%,87.00%,87.00%,87.00%,86.99%,87.55%,,,,,,,,,,,,,
00:51.9,1,2000,2155,20000,22000,87.25%,34.67%,87.25%,87.25%,87.25%,87.24%,87.25%,,,,,,,,,,,,,
17:51.4,2,2000,2155,20000,22000,89.50%,29.48%,89.50%,89.50%,89.50%,89.48%,88.37%,,,,,,,,,,,,,
34:48.8,3,2000,2155,20000,22000,88.25%,28.20%,88.25%,88.25%,88.25%,88.19%,88.33%,,,,,,,,,,,,,
51:47.8,4,2000,2155,20000,22000,87.00%,33.38%,87.00%,87.00%,87.00%,87.00%,88.00%,,,,,,,,,,,,,
08:46.6,5,2000,2155,20000,22000,89.25%,26.73%,89.25%,89.25%,89.25%,89.07%,88.25%,,,,,,,,,,,,,
25:57.3,1,2000,2173,22000,24000,86.25%,31.04%,86.25%,86.25%,86.25%,86.25%,86.25%,,,,,,,,,,,,,
43:03.1,2,2000,2173,22000,24000,83.25%,58.82%,83.25%,83.25%,83.25%,83.11%,84.75%,,,,,,,,,,,,,
00:10.2,3,2000,2173,22000,24000,91.25%,28.45%,91.25%,91.25%,91.25%,91.25%,86.92%,,,,,,,,,,,,,
17:15.7,4,2000,2173,22000,24000,90.25%,34.17%,90.25%,90.25%,90.25%,90.21%,87.75%,,,,,,,,,,,,,
34:21.6,5,2000,2173,22000,24000,89.50%,36.55%,89.50%,89.50%,89.50%,89.49%,88.10%,,,,,,,,,,,,,
51:36.5,1,2000,2179,24000,26000,91.50%,27.04%,91.50%,91.50%,91.50%,91.45%,91.50%,,,,,,,,,,,,,
08:46.4,2,2000,2179,24000,26000,89.50%,30.20%,89.50%,89.50%,89.50%,89.49%,90.50%,,,,,,,,,,,,,
25:54.5,3,2000,2179,24000,26000,91.75%,19.08%,91.75%,91.75%,91.75%,91.75%,90.92%,,,,,,,,,,,,,
43:03.4,4,2000,2179,24000,26000,80.50%,63.08%,80.50%,80.50%,80.50%,80.02%,88.31%,,,,,,,,,,,,,
00:12.4,5,2000,2179,24000,26000,89.50%,27.59%,89.50%,89.50%,89.50%,89.47%,88.55%,,,,,,,,,,,,,
17:18.9,1,2000,2165,26000,28000,87.25%,33.41%,87.25%,87.25%,87.25%,87.25%,87.25%,,,,,,,,,,,,,
34:16.8,2,2000,2165,26000,28000,86.25%,34.43%,86.25%,86.25%,86.25%,86.24%,86.75%,,,,,,,,,,,,,
51:18.3,3,2000,2165,26000,28000,86.00%,44.30%,86.00%,86.00%,86.00%,85.97%,86.50%,,,,,,,,,,,,,
08:18.0,4,2000,2165,26000,28000,88.25%,38.34%,88.25%,88.25%,88.25%,88.25%,86.94%,,,,,,,,,,,,,
25:16.4,5,2000,2165,26000,28000,86.00%,33.18%,86.00%,86.00%,86.00%,85.92%,86.75%,,,,,,,,,,,,,
42:25.0,1,2000,2155,28000,30000,80.50%,52.55%,80.50%,80.50%,80.50%,79.85%,80.50%,,,,,,,,,,,,,
59:27.6,2,2000,2155,28000,30000,88.50%,34.86%,88.50%,88.50%,88.50%,88.44%,84.50%,,,,,,,,,,,,,
16:32.0,3,2000,2155,28000,30000,85.50%,39.64%,85.50%,85.50%,85.50%,85.17%,84.83%,,,,,,,,,,,,,
33:38.2,4,2000,2155,28000,30000,89.75%,32.27%,89.75%,89.75%,89.75%,89.75%,86.06%,,,,,,,,,,,,,
50:43.4,5,2000,2155,28000,30000,89.75%,33.90%,89.75%,89.75%,89.75%,89.73%,86.80%,,,,,,,,,,,,,
08:01.3,1,2000,2169,30000,32000,89.50%,30.24%,89.50%,89.50%,89.50%,89.21%,89.50%,,,,,,,,,,,,,
25:12.5,2,2000,2169,30000,32000,89.50%,30.88%,89.50%,89.50%,89.50%,89.26%,89.50%,,,,,,,,,,,,,
42:25.1,3,2000,2169,30000,32000,89.50%,26.16%,89.50%,89.50%,89.50%,89.48%,89.50%,,,,,,,,,,,,,
59:37.0,4,2000,2169,30000,32000,90.00%,29.90%,90.00%,90.00%,90.00%,89.79%,89.62%,,,,,,,,,,,,,
16:48.7,5,2000,2169,30000,32000,91.00%,29.67%,91.00%,91.00%,91.00%,90.97%,89.90%,,,,,,,,,,,,,
34:05.2,1,2000,2169,32000,34000,89.00%,39.32%,89.00%,89.00%,89.00%,88.95%,89.00%,,,,,,,,,,,,,
51:17.0,2,2000,2169,32000,34000,83.25%,47.67%,83.25%,83.25%,83.25%,83.09%,86.12%,,,,,,,,,,,,,
08:29.1,3,2000,2169,32000,34000,90.50%,30.69%,90.50%,90.50%,90.50%,90.48%,87.58%,,,,,,,,,,,,,
25:42.0,4,2000,2169,32000,34000,88.25%,34.38%,88.25%,88.25%,88.25%,88.24%,87.75%,,,,,,,,,,,,,
42:53.5,5,2000,2169,32000,34000,86.50%,46.94%,86.50%,86.50%,86.50%,86.44%,87.50%,,,,,,,,,,,,,
00:11.9,1,2000,2170,34000,36000,89.00%,29.32%,89.00%,89.00%,89.00%,88.80%,89.00%,,,,,,,,,,,,,
18:03.9,2,2000,2170,34000,36000,88.75%,26.25%,88.75%,88.75%,88.75%,88.58%,88.87%,,,,,,,,,,,,,
37:21.4,3,2000,2170,34000,36000,88.50%,26.25%,88.50%,88.50%,88.50%,88.46%,88.75%,,,,,,,,,,,,,
56:37.1,4,2000,2170,34000,36000,90.75%,31.72%,90.75%,90.75%,90.75%,90.56%,89.25%,,,,,,,,,,,,,
13:46.7,5,2000,2170,34000,36000,85.50%,36.99%,85.50%,85.50%,85.50%,84.93%,88.50%,,,,,,,,,,,,,
30:58.5,1,2000,2151,36000,38000,83.50%,45.44%,83.50%,83.50%,83.50%,83.42%,83.50%,,,,,,,,,,,,,
48:03.2,2,2000,2151,36000,38000,89.50%,28.45%,89.50%,89.50%,89.50%,89.50%,86.50%,,,,,,,,,,,,,
05:07.1,3,2000,2151,36000,38000,87.25%,40.94%,87.25%,87.25%,87.25%,87.25%,86.75%,,,,,,,,,,,,,
22:12.7,4,2000,2151,36000,38000,85.50%,41.89%,85.50%,85.50%,85.50%,85.46%,86.44%,,,,,,,,,,,,,
39:17.3,5,2000,2151,36000,38000,90.00%,27.58%,90.00%,90.00%,90.00%,89.95%,87.15%,,,,,,,,,,,,,
56:28.4,1,2000,2153,38000,40000,87.00%,38.58%,87.00%,87.00%,87.00%,86.97%,87.00%,,,,,,,,,,,,,
13:34.2,2,2000,2153,38000,40000,85.75%,52.93%,85.75%,85.75%,85.75%,85.71%,86.38%,,,,,,,,,,,,,
30:38.6,3,2000,2153,38000,40000,90.25%,27.69%,90.25%,90.25%,90.25%,90.25%,87.67%,,,,,,,,,,,,,
47:44.7,4,2000,2153,38000,40000,86.75%,31.49%,86.75%,86.75%,86.75%,86.74%,87.44%,,,,,,,,,,,,,
04:51.1,5,2000,2153,38000,40000,73.00%,58.24%,73.00%,73.00%,73.00%,70.79%,84.55%,,,,,,,,,,,,,
22:05.1,1,2000,2161,40000,42000,87.25%,40.96%,87.25%,87.25%,87.25%,87.21%,87.25%,,,,,,,,,,,,,
39:13.4,2,2000,2161,40000,42000,82.75%,49.53%,82.75%,82.75%,82.75%,82.73%,85.00%,,,,,,,,,,,,,
56:23.1,3,2000,2161,40000,42000,86.75%,34.53%,86.75%,86.75%,86.75%,86.61%,85.58%,,,,,,,,,,,,,
13:31.0,4,2000,2161,40000,42000,83.75%,48.65%,83.75%,83.75%,83.75%,83.75%,85.12%,,,,,,,,,,,,,
30:39.2,5,2000,2161,40000,42000,87.25%,43.74%,87.25%,87.25%,87.25%,87.23%,85.55%,,,,,,,,,,,,,
47:50.6,1,2000,2153,42000,44000,93.00%,18.80%,93.00%,93.00%,93.00%,92.94%,93.00%,,,,,,,,,,,,,
04:58.4,2,2000,2153,42000,44000,87.75%,35.99%,87.75%,87.75%,87.75%,87.20%,90.38%,,,,,,,,,,,,,
22:03.2,3,2000,2153,42000,44000,88.50%,40.20%,88.50%,88.50%,88.50%,88.48%,89.75%,,,,,,,,,,,,,
39:08.4,4,2000,2153,42000,44000,85.50%,38.05%,85.50%,85.50%,85.50%,84.69%,88.69%,,,,,,,,,,,,,
56:14.4,5,2000,2153,42000,44000,90.00%,25.39%,90.00%,90.00%,90.00%,89.97%,88.95%,,,,,,,,,,,,,
14:19.7,1,2000,2176,44000,46000,85.25%,30.30%,85.25%,85.25%,85.25%,84.94%,85.25%,,,,,,,,,,,,,
33:35.7,2,2000,2176,44000,46000,87.00%,40.09%,87.00%,87.00%,87.00%,86.56%,86.13%,,,,,,,,,,,,,
52:23.0,3,2000,2176,44000,46000,86.00%,42.49%,86.00%,86.00%,86.00%,85.74%,86.08%,,,,,,,,,,,,,
09:41.3,4,2000,2176,44000,46000,89.00%,30.78%,89.00%,89.00%,89.00%,88.91%,86.81%,,,,,,,,,,,,,
26:58.2,5,2000,2176,44000,46000,88.50%,31.81%,88.50%,88.50%,88.50%,88.42%,87.15%,,,,,,,,,,,,,
44:16.4,1,2000,2163,46000,48000,88.75%,29.85%,88.75%,88.75%,88.75%,88.66%,88.75%,,,,,,,,,,,,,
01:27.8,2,2000,2163,46000,48000,89.00%,43.79%,89.00%,89.00%,89.00%,88.96%,88.87%,,,,,,,,,,,,,
18:40.0,3,2000,2163,46000,48000,87.75%,30.62%,87.75%,87.75%,87.75%,87.74%,88.50%,,,,,,,,,,,,,
35:55.7,4,2000,2163,46000,48000,86.00%,39.30%,86.00%,86.00%,86.00%,86.00%,87.87%,,,,,,,,,,,,,
55:09.0,5,2000,2163,46000,48000,89.25%,32.31%,89.25%,89.25%,89.25%,89.22%,88.15%,,,,,,,,,,,,,
14:37.4,1,2000,2181,48000,50000,86.75%,33.19%,86.75%,86.75%,86.75%,86.67%,86.75%,,,,,,,,,,,,,
33:00.9,2,2000,2181,48000,50000,89.75%,29.32%,89.75%,89.75%,89.75%,89.72%,88.25%,,,,,,,,,,,,,
50:19.4,3,2000,2181,48000,50000,83.00%,43.88%,83.00%,83.00%,83.00%,82.33%,86.50%,,,,,,,,,,,,,
07:38.7,4,2000,2181,48000,50000,89.50%,28.14%,89.50%,89.50%,89.50%,89.47%,87.25%,,,,,,,,,,,,,
24:57.4,5,2000,2181,48000,50000,88.50%,35.32%,88.50%,88.50%,88.50%,88.50%,87.50%,,,,,,,,,,,,,
01:54.0,1,5000,5414,0,5000,91.90%,26.86%,91.90%,91.90%,91.90%,91.90%,91.90%,,,,,,,,,,,,,
43:37.2,2,5000,5414,0,5000,87.00%,33.89%,87.00%,87.00%,87.00%,86.74%,89.45%,,,,,,,,,,,,,
29:08.7,3,5000,5414,0,5000,90.20%,24.41%,90.20%,90.20%,90.20%,90.20%,89.70%,,,,,,,,,,,,,
10:54.0,4,5000,5414,0,5000,91.10%,23.88%,91.10%,91.10%,91.10%,91.09%,90.05%,,,,,,,,,,,,,
53:02.7,5,5000,5414,0,5000,92.10%,21.50%,92.10%,92.10%,92.10%,92.10%,90.46%,,,,,,,,,,,,,
38:09.6,1,5000,5389,5000,10000,89.00%,35.65%,89.00%,89.00%,89.00%,88.95%,89.00%,,,,,,,,,,,,,
21:41.3,2,5000,5389,5000,10000,89.40%,30.57%,89.40%,89.40%,89.40%,89.34%,89.20%,,,,,,,,,,,,,
03:12.0,3,5000,5389,5000,10000,89.40%,36.66%,89.40%,89.40%,89.40%,89.32%,89.27%,,,,,,,,,,,,,
44:48.3,4,5000,5389,5000,10000,88.90%,28.01%,88.90%,88.90%,88.90%,88.90%,89.17%,,,,,,,,,,,,,
26:33.6,5,5000,5389,5000,10000,90.00%,27.18%,90.00%,90.00%,90.00%,89.99%,89.34%,,,,,,,,,,,,,
08:30.3,1,5000,5423,10000,15000,87.40%,40.45%,87.40%,87.40%,87.40%,87.37%,87.40%,,,,,,,,,,,,,
50:40.2,2,5000,5423,10000,15000,86.10%,55.89%,86.10%,86.10%,86.10%,86.05%,86.75%,,,,,,,,,,,,,
32:48.4,3,5000,5423,10000,15000,90.10%,30.34%,90.10%,90.10%,90.10%,90.08%,87.87%,,,,,,,,,,,,,
19:26.4,4,5000,5423,10000,15000,89.10%,34.13%,89.10%,89.10%,89.10%,89.10%,88.18%,,,,,,,,,,,,,
01:25.2,5,5000,5423,10000,15000,89.80%,27.67%,89.80%,89.80%,89.80%,89.76%,88.50%,,,,,,,,,,,,,
43:33.2,1,5000,5436,15000,20000,88.90%,27.84%,88.90%,88.90%,88.90%,88.88%,88.90%,,,,,,,,,,,,,
25:24.8,2,5000,5436,15000,20000,90.00%,27.62%,90.00%,90.00%,90.00%,90.00%,89.45%,,,,,,,,,,,,,
07:15.1,3,5000,5436,15000,20000,89.00%,27.62%,89.00%,89.00%,89.00%,88.99%,89.30%,,,,,,,,,,,,,
49:02.4,4,5000,5436,15000,20000,88.80%,31.22%,88.80%,88.80%,88.80%,88.76%,89.17%,,,,,,,,,,,,,
30:50.9,5,5000,5436,15000,20000,90.50%,29.59%,90.50%,90.50%,90.50%,90.50%,89.44%,,,,,,,,,,,,,
12:46.9,1,5000,5442,20000,25000,86.20%,41.09%,86.20%,86.20%,86.20%,86.01%,86.20%,,,,,,,,,,,,,
54:32.9,2,5000,5442,20000,25000,91.70%,27.58%,91.70%,91.70%,91.70%,91.70%,88.95%,,,,,,,,,,,,,
38:07.3,3,5000,5442,20000,25000,90.70%,26.02%,90.70%,90.70%,90.70%,90.70%,89.53%,,,,,,,,,,,,,
22:37.6,4,5000,5442,20000,25000,89.80%,26.16%,89.80%,89.80%,89.80%,89.80%,89.60%,,,,,,,,,,,,,
04:34.9,5,5000,5442,20000,25000,91.60%,22.88%,91.60%,91.60%,91.60%,91.60%,90.00%,,,,,,,,,,,,,
46:21.6,1,5000,5430,25000,30000,91.50%,31.58%,91.50%,91.50%,91.50%,91.48%,91.50%,,,,,,,,,,,,,
32:51.9,2,5000,5430,25000,30000,87.10%,33.96%,87.10%,87.10%,87.10%,86.91%,89.30%,,,,,,,,,,,,,
15:10.1,3,5000,5430,25000,30000,91.00%,29.55%,91.00%,91.00%,91.00%,90.97%,89.87%,,,,,,,,,,,,,
56:45.5,4,5000,5430,25000,30000,90.50%,25.83%,90.50%,90.50%,90.50%,90.46%,90.03%,,,,,,,,,,,,,
38:32.0,5,5000,5430,25000,30000,91.20%,26.22%,91.20%,91.20%,91.20%,91.17%,90.26%,,,,,,,,,,,,,
20:49.0,1,5000,5455,30000,35000,88.90%,32.20%,88.90%,88.90%,88.90%,88.89%,88.90%,,,,,,,,,,,,,
03:01.0,2,5000,5455,30000,35000,89.30%,26.75%,89.30%,89.30%,89.30%,89.29%,89.10%,,,,,,,,,,,,,
45:10.1,3,5000,5455,30000,35000,87.00%,41.61%,87.00%,87.00%,87.00%,86.80%,88.40%,,,,,,,,,,,,,
28:26.5,4,5000,5455,30000,35000,88.40%,37.71%,88.40%,88.40%,88.40%,88.36%,88.40%,,,,,,,,,,,,,
13:49.0,5,5000,5455,30000,35000,89.10%,25.12%,89.10%,89.10%,89.10%,89.10%,88.54%,,,,,,,,,,,,,
55:21.7,1,5000,5392,35000,40000,88.50%,37.40%,88.50%,88.50%,88.50%,88.47%,88.50%,,,,,,,,,,,,,
36:43.7,2,5000,5392,35000,40000,87.50%,34.08%,87.50%,87.50%,87.50%,87.44%,88.00%,,,,,,,,,,,,,
18:22.4,3,5000,5392,35000,40000,89.30%,29.26%,89.30%,89.30%,89.30%,89.30%,88.43%,,,,,,,,,,,,,
00:05.9,4,5000,5392,35000,40000,90.10%,29.72%,90.10%,90.10%,90.10%,90.10%,88.85%,,,,,,,,,,,,,
41:43.7,5,5000,5392,35000,40000,88.50%,33.14%,88.50%,88.50%,88.50%,88.44%,88.78%,,,,,,,,,,,,,
23:25.8,1,5000,5373,40000,45000,90.10%,39.14%,90.10%,90.10%,90.10%,90.10%,90.10%,,,,,,,,,,,,,
04:51.7,2,5000,5373,40000,45000,88.60%,35.87%,88.60%,88.60%,88.60%,88.56%,89.35%,,,,,,,,,,,,,
46:29.8,3,5000,5373,40000,45000,90.30%,33.44%,90.30%,90.30%,90.30%,90.30%,89.67%,,,,,,,,,,,,,
30:46.3,4,5000,5373,40000,45000,89.50%,27.49%,89.50%,89.50%,89.50%,89.50%,89.62%,,,,,,,,,,,,,
11:58.1,5,5000,5373,40000,45000,89.10%,30.36%,89.10%,89.10%,89.10%,89.10%,89.52%,,,,,,,,,,,,,
53:44.8,1,5000,5426,45000,50000,88.40%,35.74%,88.40%,88.40%,88.40%,88.40%,88.40%,,,,,,,,,,,,,
35:25.2,2,5000,5426,45000,50000,89.50%,29.86%,89.50%,89.50%,89.50%,89.50%,88.95%,,,,,,,,,,,,,
17:17.6,3,5000,5426,45000,50000,88.10%,34.27%,88.10%,88.10%,88.10%,88.04%,88.67%,,,,,,,,,,,,,
58:49.1,4,5000,5426,45000,50000,88.20%,25.62%,88.20%,88.20%,88.20%,88.20%,88.55%,,,,,,,,,,,,,
40:07.6,5,5000,5426,45000,50000,89.00%,29.87%,89.00%,89.00%,89.00%,89.00%,88.64%,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-30 20:22:45.520260,1,10000,10810,0,10000,91.30%,28.68%,91.30%,91.30%,91.30%,91.30%,91.30%
2022-09-30 21:55:20.727008,2,10000,10810,0,10000,90.95%,23.29%,90.95%,90.95%,90.95%,90.94%,91.12%
2022-09-30 23:27:40.795638,3,10000,10810,0,10000,91.15%,28.24%,91.15%,91.15%,91.15%,91.15%,91.13%
2022-10-01 01:00:08.199891,4,10000,10810,0,10000,90.40%,28.40%,90.40%,90.40%,90.40%,90.39%,90.95%
2022-10-01 02:32:52.268300,5,10000,10810,0,10000,89.90%,32.14%,89.90%,89.90%,89.90%,89.90%,90.74%
2022-10-01 04:05:32.798815,1,10000,10815,10000,20000,89.80%,35.51%,89.80%,89.80%,89.80%,89.79%,89.80%
2022-10-01 05:38:05.354625,2,10000,10815,10000,20000,89.55%,32.86%,89.55%,89.55%,89.55%,89.55%,89.68%
2022-10-01 07:10:33.152667,3,10000,10815,10000,20000,89.85%,36.45%,89.85%,89.85%,89.85%,89.85%,89.73%
2022-10-01 08:42:56.355356,4,10000,10815,10000,20000,87.50%,38.19%,87.50%,87.50%,87.50%,87.35%,89.18%
2022-10-01 10:15:20.949420,5,10000,10815,10000,20000,90.90%,25.11%,90.90%,90.90%,90.90%,90.88%,89.52%
2022-10-01 11:48:04.291102,1,10000,10826,20000,30000,91.50%,26.31%,91.50%,91.50%,91.50%,91.50%,91.50%
2022-10-01 13:20:38.116587,2,10000,10826,20000,30000,90.85%,23.41%,90.85%,90.85%,90.85%,90.85%,91.18%
2022-10-01 14:53:11.728678,3,10000,10826,20000,30000,89.85%,30.01%,89.85%,89.85%,89.85%,89.82%,90.73%
2022-10-01 16:25:44.114607,4,10000,10826,20000,30000,91.85%,23.16%,91.85%,91.85%,91.85%,91.84%,91.01%
2022-10-01 17:58:14.190992,5,10000,10826,20000,30000,90.90%,24.13%,90.90%,90.90%,90.90%,90.90%,90.99%
2022-10-01 19:31:08.721294,1,10000,10853,30000,40000,89.50%,30.70%,89.50%,89.50%,89.50%,89.49%,89.50%
2022-10-01 21:03:57.416554,2,10000,10853,30000,40000,89.80%,30.43%,89.80%,89.80%,89.80%,89.80%,89.65%
